,datetime,description,temperature (C)
621,2014-06-14,scattered clouds,20.954711624000026
622,2014-06-15,mist,21.410000000000025
623,2014-06-16,light rain,23.376433206
624,2014-06-17,sky is clear,23.554464811000003
625,2014-06-18,sky is clear,21.99606493700003
626,2014-06-19,fog,22.230000000000018
627,2014-06-20,mist,22.390000000000043
628,2014-06-21,mist,23.120000000000005
629,2014-06-22,scattered clouds,22.702149623000025
630,2014-06-23,haze,22.460000000000036
631,2014-06-24,heavy intensity rain,21.91231454800004
632,2014-06-25,sky is clear,22.726793576000034
633,2014-06-26,light rain,22.672567714000024
634,2014-06-27,broken clouds,22.290120521000006
635,2014-06-28,sky is clear,22.07357599300002
636,2014-06-29,sky is clear,24.683080495000013
637,2014-06-30,few clouds,25.306500000000028
638,2014-07-01,sky is clear,24.175754279000046
639,2014-07-02,mist,24.0
640,2014-07-03,sky is clear,25.075745967000046
641,2014-07-04,sky is clear,17.710000000000036
642,2014-07-05,sky is clear,21.170000000000016
643,2014-07-06,mist,19.82000000000005
644,2014-07-07,sky is clear,22.140000000000043
645,2014-07-08,overcast clouds,21.850000000000023
646,2014-07-09,haze,23.720000000000027
647,2014-07-10,sky is clear,22.0
648,2014-07-11,mist,22.57000000000005
649,2014-07-12,fog,21.720000000000027
650,2014-07-13,mist,22.57000000000005
651,2014-07-14,sky is clear,23.710000000000036
652,2014-07-15,scattered clouds,22.57000000000005
653,2014-07-16,sky is clear,17.860000000000014
654,2014-07-17,sky is clear,16.230000000000018
655,2014-07-18,scattered clouds,20.629999999999995
656,2014-07-19,mist,19.560000000000002
657,2014-07-20,fog,18.680000000000007
658,2014-07-21,drizzle,22.0
659,2014-07-22,light rain,22.360000000000014
660,2014-07-23,fog,22.470000000000027
661,2014-07-24,scattered clouds,24.697500000000048
662,2014-07-25,mist,20.900000000000034
663,2014-07-26,light rain,19.5
664,2014-07-27,sky is clear,22.24000000000001
665,2014-07-28,scattered clouds,27.722500000000025
666,2014-07-29,sky is clear,22.972000000000037
667,2014-07-30,sky is clear,18.451390833000005
668,2014-07-31,broken clouds,19.150000000000034
669,2014-08-01,mist,19.120000000000005
670,2014-08-02,broken clouds,21.12050000000005
671,2014-08-03,few clouds,22.558500000000038
672,2014-08-04,mist,20.74000000000001
673,2014-08-05,mist,19.610000000000014
674,2014-08-06,mist,19.370000000000005
675,2014-08-07,sky is clear,26.46900000000005
676,2014-08-08,moderate rain,24.71350000000001
677,2014-08-09,moderate rain,24.146500000000003
678,2014-08-10,heavy intensity rain,22.101500000000044
679,2014-08-11,heavy intensity rain,22.543000000000006
680,2014-08-12,light rain,24.548000000000002
681,2014-08-13,sky is clear,23.055499999999995
682,2014-08-14,sky is clear,20.662500000000023
683,2014-08-15,sky is clear,22.26400000000001
684,2014-08-16,few clouds,22.98350000000005
685,2014-08-17,sky is clear,24.436000000000035
686,2014-08-18,scattered clouds,25.558500000000038
687,2014-08-19,light rain,24.33850000000001
688,2014-08-20,light rain,26.1875
689,2014-08-21,few clouds,26.043000000000006
690,2014-08-22,sky is clear,26.501000000000033
691,2014-08-23,sky is clear,27.23750000000001
692,2014-08-24,few clouds,26.658000000000015
693,2014-08-25,scattered clouds,22.934000000000026
694,2014-08-26,sky is clear,21.4015
695,2014-08-27,sky is clear,21.44150000000002
696,2014-08-28,sky is clear,23.055499999999995
697,2014-08-29,sky is clear,23.881500000000017
698,2014-08-30,broken clouds,25.36500000000001
699,2014-08-31,moderate rain,23.365499999999997
700,2014-09-01,broken clouds,24.80200000000002
701,2014-09-02,sky is clear,26.412500000000023
702,2014-09-03,moderate rain,24.61850000000004
703,2014-09-04,moderate rain,22.530500000000018
704,2014-09-05,scattered clouds,24.07800000000003
705,2014-09-06,sky is clear,24.0985
706,2014-09-07,moderate rain,23.871000000000038
707,2014-09-08,broken clouds,22.317499999999995
708,2014-09-09,broken clouds,22.24550000000005
709,2014-09-10,scattered clouds,22.748500000000035
710,2014-09-11,few clouds,24.470000000000027
711,2014-09-12,light rain,24.099500000000035
712,2014-09-13,few clouds,23.827500000000043
713,2014-09-14,broken clouds,22.624000000000024
714,2014-09-15,broken clouds,21.980999999999995
715,2014-09-16,scattered clouds,22.850000000000023
716,2014-09-17,sky is clear,22.10850000000005
717,2014-09-18,few clouds,18.724500000000035
718,2014-09-19,moderate rain,19.57850000000002
719,2014-09-20,sky is clear,20.11450000000002
720,2014-09-21,sky is clear,20.036
721,2014-09-22,light rain,21.045500000000004
722,2014-09-23,sky is clear,17.730500000000006
723,2014-09-24,sky is clear,16.83850000000001
724,2014-09-25,few clouds,17.72950000000003
725,2014-09-26,broken clouds,18.085500000000025
726,2014-09-27,broken clouds,18.59250000000003
727,2014-09-28,overcast clouds,19.119500000000016
728,2014-09-29,light rain,19.091000000000008
729,2014-09-30,sky is clear,18.33050000000003
730,2014-10-01,scattered clouds,19.95500000000004
731,2014-10-02,sky is clear,20.660500000000013
732,2014-10-03,overcast clouds,23.819000000000017
733,2014-10-04,sky is clear,12.89100000000002
734,2014-10-05,sky is clear,10.158000000000015
735,2014-10-06,broken clouds,15.395000000000039
736,2014-10-07,scattered clouds,18.984000000000037
737,2014-10-08,sky is clear,22.274
738,2014-10-09,sky is clear,22.128000000000043
739,2014-10-10,light rain,20.748500000000035
740,2014-10-11,moderate rain,22.11250000000001
741,2014-10-12,few clouds,21.735500000000002
742,2014-10-13,scattered clouds,20.8245
743,2014-10-14,moderate rain,22.099000000000046
744,2014-10-15,sky is clear,13.74350000000004
745,2014-10-16,sky is clear,13.50200000000001
746,2014-10-17,sky is clear,12.619500000000016
747,2014-10-18,sky is clear,16.301500000000033
748,2014-10-19,sky is clear,12.441000000000031
749,2014-10-20,sky is clear,12.89100000000002
750,2014-10-21,sky is clear,13.6875
751,2014-10-22,sky is clear,11.533000000000015
752,2014-10-23,sky is clear,10.060500000000047
753,2014-10-24,broken clouds,11.996500000000026
754,2014-10-25,sky is clear,12.41700000000003
755,2014-10-26,sky is clear,16.508500000000026
756,2014-10-27,sky is clear,17.018500000000017
757,2014-10-28,sky is clear,17.954499999999996
758,2014-10-29,broken clouds,17.04400000000004
759,2014-10-30,sky is clear,11.160500000000013
760,2014-10-31,scattered clouds,9.217000000000041
761,2014-11-01,few clouds,4.353000000000009
762,2014-11-02,sky is clear,4.083000000000027
763,2014-11-03,sky is clear,4.41900000000004
764,2014-11-04,few clouds,8.159500000000037
765,2014-11-05,broken clouds,12.16900000000004
766,2014-11-06,broken clouds,14.902500000000032
767,2014-11-07,sky is clear,7.1720000000000255
768,2014-11-08,scattered clouds,4.7035000000000196
769,2014-11-09,few clouds,8.696000000000026
770,2014-11-10,sky is clear,7.912500000000023
771,2014-11-11,sky is clear,9.158000000000015
772,2014-11-12,scattered clouds,11.460000000000036
773,2014-11-13,broken clouds,4.941500000000019
774,2014-11-14,few clouds,-0.6599999999999682
775,2014-11-15,sky is clear,-0.7355000000000018
776,2014-11-16,scattered clouds,4.514499999999998
777,2014-11-17,heavy intensity rain,12.319000000000017
778,2014-11-18,scattered clouds,-4.168999999999983
779,2014-11-19,sky is clear,-4.468999999999994
780,2014-11-20,sky is clear,2.343500000000006
781,2014-11-21,sky is clear,4.05600000000004
782,2014-11-22,sky is clear,3.9265000000000327
783,2014-11-23,heavy intensity rain,10.872000000000014
784,2014-11-24,light rain,15.657000000000039
785,2014-11-25,broken clouds,8.192499999999995
786,2014-11-26,light rain,7.057000000000016
787,2014-11-27,few clouds,6.3315000000000055
788,2014-11-28,sky is clear,-0.6995000000000005
789,2014-11-29,sky is clear,1.8380000000000223
790,2014-11-30,sky is clear,8.272500000000036
791,2014-12-01,sky is clear,10.387
792,2014-12-02,few clouds,10.802999999999997
793,2014-12-03,scattered clouds,14.028999999999996
794,2014-12-04,broken clouds,12.866000000000042
795,2014-12-05,broken clouds,14.402000000000044
796,2014-12-06,light rain,14.430499999999995
797,2014-12-07,sky is clear,7.889499999999998
798,2014-12-08,broken clouds,5.157500000000027
799,2014-12-09,sky is clear,1.60450000000003
800,2014-12-10,sky is clear,2.4254999999999995
801,2014-12-11,sky is clear,1.4650000000000318
802,2014-12-12,sky is clear,2.0825000000000387
803,2014-12-13,sky is clear,4.962500000000034
804,2014-12-14,sky is clear,4.329499999999996
805,2014-12-15,sky is clear,0.9645000000000437
806,2014-12-16,moderate rain,12.959500000000048
807,2014-12-17,sky is clear,4.285000000000025
808,2014-12-18,scattered clouds,3.7595000000000027
809,2014-12-19,sky is clear,3.7835000000000036
810,2014-12-20,moderate rain,5.7450000000000045
811,2014-12-21,overcast clouds,6.657500000000027
812,2014-12-22,light rain,7.26400000000001
813,2014-12-23,moderate rain,7.996500000000026
814,2014-12-24,very heavy rain,16.249000000000024
815,2014-12-25,sky is clear,4.806500000000028
816,2014-12-26,few clouds,1.8985000000000127
817,2014-12-27,sky is clear,3.8500000000000227
818,2014-12-28,heavy intensity rain,12.33850000000001
819,2014-12-29,moderate rain,12.144000000000005
820,2014-12-30,few clouds,7.844000000000051
821,2014-12-31,broken clouds,4.427500000000009
822,2015-01-01,sky is clear,0.8770000000000095
823,2015-01-02,broken clouds,6.554500000000019
824,2015-01-03,light rain,10.284000000000049
825,2015-01-04,heavy intensity rain,16.660000000000025
826,2015-01-05,sky is clear,2.1170000000000186
827,2015-01-06,sky is clear,-0.10149999999998727
828,2015-01-07,few clouds,-0.44199999999995043
829,2015-01-08,sky is clear,-8.83099999999996
830,2015-01-09,sky is clear,-5.323999999999955
831,2015-01-10,sky is clear,-4.272999999999968
832,2015-01-11,scattered clouds,-1.3824999999999932
833,2015-01-12,light rain,4.021500000000003
834,2015-01-13,broken clouds,5.634500000000003
835,2015-01-14,light rain,3.406000000000006
836,2015-01-15,broken clouds,-0.1449999999999818
837,2015-01-16,sky is clear,0.6150000000000091
838,2015-01-17,sky is clear,1.1059999999999945
839,2015-01-18,sky is clear,4.369000000000028
840,2015-01-19,sky is clear,4.406000000000006
841,2015-01-20,scattered clouds,9.152000000000044
842,2015-01-21,sky is clear,6.85450000000003
843,2015-01-22,broken clouds,5.6410000000000196
844,2015-01-23,heavy intensity rain,7.323500000000024
845,2015-01-24,light rain,4.173000000000002
846,2015-01-25,sky is clear,1.444500000000005
847,2015-01-26,scattered clouds,6.242500000000007
848,2015-01-27,sky is clear,1.010500000000036
849,2015-01-28,sky is clear,0.29750000000001364
850,2015-01-29,scattered clouds,2.414000000000044
851,2015-01-30,few clouds,4.685000000000002
852,2015-01-31,sky is clear,0.7390000000000327
853,2015-02-01,broken clouds,5.462000000000046
854,2015-02-02,moderate rain,7.812000000000012
855,2015-02-03,few clouds,-2.690999999999974
856,2015-02-04,broken clouds,1.71550000000002
857,2015-02-05,broken clouds,4.045000000000016
858,2015-02-06,sky is clear,-2.1819999999999595
859,2015-02-07,sky is clear,1.8075000000000045
860,2015-02-08,sky is clear,6.9565000000000055
861,2015-02-09,light rain,12.374000000000024
862,2015-02-10,few clouds,4.574000000000012
863,2015-02-11,sky is clear,1.9570000000000505
864,2015-02-12,sky is clear,4.060000000000002
865,2015-02-13,scattered clouds,-2.7199999999999704
866,2015-02-14,sky is clear,0.3690000000000282
867,2015-02-15,sky is clear,-0.6169999999999618
868,2015-02-16,broken clouds,1.1800000000000068
869,2015-02-17,heavy intensity rain,0.6720000000000255
870,2015-02-18,few clouds,-3.17349999999999
871,2015-02-19,sky is clear,-8.210999999999956
872,2015-02-20,few clouds,-8.013999999999953
873,2015-02-21,broken clouds,0.10250000000002046
874,2015-02-22,moderate rain,11.525000000000034
875,2015-02-23,moderate rain,4.138500000000022
876,2015-02-24,moderate rain,1.5760000000000218
877,2015-02-25,broken clouds,-0.9079999999999586
878,2015-02-26,moderate rain,2.5120000000000005
879,2015-02-27,sky is clear,-0.9039999999999964
880,2015-02-28,broken clouds,0.8865000000000123
881,2015-03-01,light rain,4.301000000000045
882,2015-03-02,light rain,9.43100000000004
883,2015-03-03,moderate rain,11.498000000000047
884,2015-03-04,scattered clouds,17.65100000000001
885,2015-03-05,moderate rain,14.080000000000041
886,2015-03-06,broken clouds,-0.49699999999995725
887,2015-03-07,sky is clear,1.1385000000000218
888,2015-03-08,sky is clear,6.029500000000041
889,2015-03-09,overcast clouds,12.703000000000031
890,2015-03-10,light rain,15.54400000000004
891,2015-03-11,broken clouds,17.605500000000006
892,2015-03-12,broken clouds,16.539000000000044
893,2015-03-13,moderate rain,11.572500000000048
894,2015-03-14,heavy intensity rain,11.785000000000025
895,2015-03-15,broken clouds,14.468500000000006
896,2015-03-16,sky is clear,13.350999999999999
897,2015-03-17,sky is clear,15.889499999999998
898,2015-03-18,broken clouds,15.612500000000011
899,2015-03-19,moderate rain,14.38250000000005
900,2015-03-20,light rain,10.85650000000004
901,2015-03-21,sky is clear,13.454499999999996
902,2015-03-22,light rain,14.469500000000039
903,2015-03-23,heavy intensity rain,12.233000000000004
904,2015-03-24,sky is clear,10.33850000000001
905,2015-03-25,light rain,16.50350000000003
906,2015-03-26,light rain,17.44300000000004
907,2015-03-27,moderate rain,10.361000000000047
908,2015-03-28,sky is clear,3.9020000000000437
909,2015-03-29,sky is clear,2.9120000000000346
910,2015-03-30,moderate rain,10.024500000000046
911,2015-03-31,moderate rain,10.409000000000049
912,2015-04-01,moderate rain,16.530500000000018
913,2015-04-02,broken clouds,17.427999999999997
914,2015-04-03,sky is clear,16.184000000000026
915,2015-04-04,light rain,14.745000000000005
916,2015-04-05,sky is clear,11.914500000000032
917,2015-04-06,scattered clouds,16.897500000000036
918,2015-04-07,moderate rain,19.759500000000003
919,2015-04-08,sky is clear,20.502499999999998
920,2015-04-09,scattered clouds,21.942000000000007
921,2015-04-10,scattered clouds,23.476
922,2015-04-11,moderate rain,16.424500000000023
923,2015-04-12,light rain,15.786000000000001
924,2015-04-13,moderate rain,17.536500000000046
925,2015-04-14,light rain,19.56800000000004
926,2015-04-15,moderate rain,19.25150000000002
927,2015-04-16,moderate rain,13.221500000000049
928,2015-04-17,light rain,13.185500000000047
929,2015-04-18,light rain,16.9255
930,2015-04-19,moderate rain,18.387500000000045
931,2015-04-20,light rain,19.011000000000024
932,2015-04-21,sky is clear,13.454499999999996
933,2015-04-22,sky is clear,14.593500000000006
934,2015-04-23,few clouds,17.0625
935,2015-04-24,sky is clear,13.859000000000037
936,2015-04-25,moderate rain,17.821000000000026
937,2015-04-26,light rain,20.176500000000033
938,2015-04-27,sky is clear,15.293499999999995
939,2015-04-28,broken clouds,13.619500000000016
940,2015-04-29,heavy intensity rain,12.742000000000019
941,2015-04-30,sky is clear,13.344500000000039
942,2015-05-01,sky is clear,13.927999999999997
943,2015-05-02,sky is clear,14.921500000000037
944,2015-05-03,sky is clear,17.490499999999997
945,2015-05-04,sky is clear,18.749500000000012
946,2015-05-05,sky is clear,19.688500000000033
947,2015-05-06,sky is clear,18.666500000000042
948,2015-05-07,sky is clear,19.694500000000005
949,2015-05-08,sky is clear,21.661
950,2015-05-09,light rain,23.041500000000042
951,2015-05-10,sky is clear,23.25550000000004
